protAlbicans,geneID,protAuris,start,end,ANNOT_GENE_NAME,function,length,Ident,Align,Mismatches,Gaps,qStart,qEnd,sStart,sEnd,EValue,Score,qCover,ANNOT_GENE_ENTREZ_ID
CR_05180C_A-T-p1,B9J08_002689,PIS51117.1,246658,247437,CR_05180C_A,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q59QN7]",263,87.9,247,27,1,16,259,17,263,1.31e-168,464,94.2,
CR_07790C_A-T-p1,B9J08_002691,PIS51119.1,249530,250693,CR_07790C_A,Flavohemoprotein [Source:UniProtKB/Swiss-Prot;Acc:Q59MV9],398,53.7,393,164,6,8,384,5,395,1.78e-134,388,97.4,
C7_03780C_A-T-p1,B9J08_002692,PIS51120.1,251048,252187,C7_03780C_A,NMO domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PRG2],453,30.7,443,230,11,4,372,8,447,2.72e-55,186,97.4,
CR_09350C_A-T-p1,B9J08_002694,PIS51122.1,252850,253542,CR_09350C_A,TENA_THI-4 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PTZ5],237,54.2,227,100,1,4,230,6,228,7.40e-82,242,98.7,
CR_05130C_A-T-p1,B9J08_002696,PIS51124.1,256580,257509,CR_05130C_A,J domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PSY2],300,53.8,316,122,6,1,308,1,300,8.95e-111,321,99.7,
CR_05120W_A-T-p1,B9J08_002697,PIS51125.1,257585,260428,CR_05120W_A,"Regulatory subunit of PP2A-like protein phosphatase Sit4p, involved in cell wall maintenance, regulation of hyphal growth, and virulence",924,51.0,873,377,15,1,870,1,825,2.21e-285,814,91.9,
CR_05100W_A-T-p1,B9J08_002698,PIS51126.1,260812,264183,CR_05100W_A,"Ortholog(s) have role in apoptotic process, chromosome segregation, mitotic spindle assembly checkpoint, mitotic spindle elongation, sister chromatid biorientation",1278,40.8,98,58,0,1026,1123,1181,1278,1.01e-15,80.5,8.7,
CR_05080W_A-T-p1,B9J08_002699,PIS51127.1,264648,266072,CR_05080W_A,V-type proton ATPase subunit H [Source:UniProtKB/TrEMBL;Acc:A0A1D8PSX0],469,57.5,478,192,6,1,478,1,467,4.22e-189,533,99.8,
C7_04260W_A-T-p1,B9J08_002701,PIS51128.1,267266,269334,C7_04260W_A,Tr-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PRL2],570,42.6,760,230,10,7,763,9,565,4.84e-184,535,98.8,
C7_04270C_A-T-p1,B9J08_002702,PIS51129.1,269358,270362,C7_04270C_A,t-SNARE coiled-coil homology domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PRK4],306,34.8,333,187,7,1,332,1,304,2.90e-49,165,99.4,
C7_04280C_A-T-p1,B9J08_002703,PIS51130.1,270517,271305,C7_04280C_A,"Putative catechol o-methyltransferase, stationary phase enriched protein, transcription upregulated in clinical isolates from HIV+ patients with oral candidiasis, Spider biofilm repressed",248,48.5,262,121,3,1,262,1,248,2.08e-77,233,100,
C7_04290W_A-T-p1,B9J08_002704,PIS51131.1,271694,272206,C7_04290W_A,Pre-mRNA-splicing factor SYF2 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PRK3],132,40.5,111,56,4,54,162,29,131,1.71e-14,64.7,64.1,
CR_02150W_A-T-p1,B9J08_002706,PIS51133.1,273977,276016,CR_02150W_A,ATP-binding cassette permease [Source:UniProtKB/TrEMBL;Acc:Q5A951],685,63.6,612,216,2,66,672,72,681,4.83e-264,740,89.4,
CR_02160W_A-T-p1,B9J08_002707,PIS51134.1,276662,281632,CR_02160W_A,Sterol 3-beta-glucosyltransferase [Source:UniProtKB/Swiss-Prot;Acc:Q5A950],1512,46.0,1332,571,31,313,1601,246,1472,0.0,1051,77.8,
CR_02170W_A-T-p1,B9J08_002708,PIS51135.1,282067,283464,CR_02170W_A,AB hydrolase-1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A948],409,66.6,416,126,6,6,419,3,407,3.78e-198,553,89.0,
C7_03220C_A-T-p1,B9J08_002710,PIS51137.1,284733,287612,C7_03220C_A,Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PRB7],1105,32.8,888,514,14,1,816,1,877,1.95e-145,459,85.1,
C7_03240W_A-T-p1,B9J08_002711,PIS51138.1,290687,292888,C7_03240W_A,Glucose-induced degradation complex subunit [Source:UniProtKB/TrEMBL;Acc:A0A1D8PR97],720,43.2,512,240,11,261,731,219,720,7.11e-123,382,64.3,
C7_03250C_A-T-p1,B9J08_002712,PIS51139.1,292932,294572,C7_03250C_A,Protein disulfide-isomerase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PR99],559,57.2,568,212,9,1,546,1,559,1.24e-220,620,100,
C7_03260C_A-T-p1,B9J08_002713,PIS51140.1,295160,295852,C7_03260C_A,"Ortholog of C. dubliniensis CD36 : Cd36_72910, C. parapsilosis CDC317 : CPAR2_704100, C. auris B8441 : B9J08_002713 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_113193",228,70.2,228,66,2,1,226,1,228,1.99e-115,327,98.3,
C7_03270W_A-T-p1,B9J08_002714,PIS51141.1,297125,298570,C7_03270W_A,Putative adhesin-like protein,397,41.6,154,80,6,1,149,5,153,2.01e-15,75.9,31.0,
C4_06370C_A-T-p1,B9J08_002715,PIS51142.1,298943,300583,C4_06370C_A,"Ortholog(s) have borate efflux transmembrane transporter activity, role in borate transport, protein targeting to vacuole and fungal-type vacuole, plasma membrane localization",561,70.2,521,150,3,11,531,12,527,1.70e-276,761,95.4,
C4_04880W_A-T-p1,B9J08_002717,PIS51143.1,301830,302825,C4_04880W_A,Fgr10p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PM71],315,38.1,339,170,12,4,331,5,314,7.47e-59,190,99.1,
C4_04890C_A-T-p1,B9J08_002718,PIS51144.1,302887,303357,C4_04890C_A,Ribosomal 60S subunit protein L24A [Source:UniProtKB/TrEMBL;Acc:Q5A6A1],155,76.9,156,35,1,1,156,1,155,2.46e-64,192,100,
C4_04900W_A-T-p1,B9J08_002719,PIS51145.1,304194,304508,C4_04900W_A,Ribosomal_L7Ae domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PM75],106,82.1,106,18,1,1,105,1,106,3.96e-58,172,100,
C4_04920W_A-T-p1,B9J08_002721,PIS51147.1,305962,307080,C4_04920W_A,tRNA N6-adenosine threonylcarbamoyltransferase [Source:UniProtKB/Swiss-Prot;Acc:Q5A6A4],372,86.3,372,51,0,1,372,1,372,3.59e-240,654,100,
C5_02350C_A-T-p1,B9J08_002722,PIS51148.1,307287,308414,C5_02350C_A,Smr domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PNE2],292,32.9,164,92,6,182,342,106,254,3.11e-14,70.5,42.9,
C5_02370C_A-T-p1,B9J08_002723,PIS51149.1,308551,309303,C5_02370C_A,"Protein with a predicted pleckstrin domain, Hap43-repressed gene",448,48.5,99,48,1,14,112,58,153,2.61e-21,90.1,39.6,
C5_04000W_A-T-p1,B9J08_002724,PIS51150.1,309613,310570,C5_04000W_A,AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PNV1],347,69.7,343,86,3,6,330,5,347,4.68e-168,469,98.5,
C5_03990W_A-T-p1,B9J08_002725,PIS51151.1,311941,313548,C5_03990W_A,Mid1p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PNU4],559,55.0,482,190,6,71,528,73,551,5.10e-187,534,85.6,
C5_03980W_A-T-p1,B9J08_002726,PIS51152.1,313656,315746,C5_03980W_A,"Protein of unknown function, Spider biofilm induced",825,31.2,804,395,24,5,678,22,797,5.34e-89,294,96.8,
C1_11980W_A-T-p1,B9J08_002728,PIS51154.1,318341,318787,C1_11980W_A,Mediator of RNA polymerase II transcription subunit 10 [Source:UniProtKB/Swiss-Prot;Acc:Q5A3K2],170,55.6,151,59,1,1,143,1,151,9.10e-49,152,96.6,
C6_00110C_A-T-p1,B9J08_002731,PIS51157.1,322070,323122,C6_00110C_A,"Ortholog of C. dubliniensis CD36 : Cd36_60130, C. parapsilosis CDC317 : CPAR2_603380, C. auris B8441 : B9J08_002731 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_94402",261,36.0,286,109,11,67,350,48,261,1.13e-37,134,81.1,
C6_00100C_A-T-p1,B9J08_002732,PIS51158.1,323536,324129,C6_00100C_A,GLTP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PPA5],197,84.3,197,31,0,1,197,1,197,3.69e-116,326,100,
C6_00090W_A-T-p1,B9J08_002733,PIS51159.1,324240,324602,C6_00090W_A,"Succinate dehydrogenase assembly factor 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q59L89]",122,66.7,120,40,0,1,120,1,120,3.60e-59,176,100,
C6_04470C_A-T-p1,B9J08_002736,PIS51162.1,331268,333670,C6_04470C_A,RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PQF4],776,41.4,804,434,14,3,800,4,776,6.39e-215,623,99.8,
C3_03470W_A-T-p1,B9J08_002737,PIS51163.1,336109,337590,C3_03470W_A,Succinate-semialdehyde dehydrogenase [Source:UniProtKB/TrEMBL;Acc:Q5AEC3],491,75.3,490,121,0,1,490,1,490,1.50e-281,769,99.4,
C3_04250W_A-T-p1,B9J08_002738,PIS51164.1,339047,340063,C3_04250W_A,WSC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PJZ5],358,44.2,371,150,10,5,338,4,354,2.11e-19,85.9,98.8,
C1_09850C_A-T-p1,B9J08_002739,PIS51165.1,340383,342032,C1_09850C_A,"Ortholog of S. cerevisiae : CUB1, C. dubliniensis CD36 : Cd36_09270, C. parapsilosis CDC317 : CPAR2_803450, C. auris B8441 : B9J08_002739 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_131760",616,55.7,551,204,10,5,526,46,585,2.91e-191,547,95.1,
C1_09840C_A-T-p1,B9J08_002740,PIS51166.1,342258,343256,C1_09840C_A,Tethering factor for nuclear proteasome STS1 [Source:UniProtKB/Swiss-Prot;Acc:Q5APB6],327,44.8,308,136,6,29,331,48,326,1.17e-76,236,91.3,
C1_09710C_A-T-p1,B9J08_002741,PIS51167.1,343437,345011,C1_09710C_A,WD_REPEATS_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5APD0],527,61.8,519,194,4,6,523,11,526,4.41e-234,652,98.9,
C1_09720W_A-T-p1,B9J08_002742,PIS51168.1,345479,346762,C1_09720W_A,"Dihydroorotate dehydrogenase (quinone), mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q874I4]",444,71.1,419,106,4,21,427,29,444,4.82e-207,576,95.3,
C1_09730W_A-T-p1,B9J08_002743,PIS51169.1,346962,347816,C1_09730W_A,DASH complex subunit DAM1 [Source:UniProtKB/Swiss-Prot;Acc:Q5APC8],277,36.1,291,162,8,2,284,3,277,2.00e-35,126,99.6,
C1_09750W_A-T-p1,B9J08_002744,PIS51170.1,348103,349008,C1_09750W_A,Golgi to ER traffic protein 2 [Source:UniProtKB/Swiss-Prot;Acc:P0CB63],298,39.3,308,155,10,2,298,9,295,2.70e-52,171,98.7,
C1_09760C_A-T-p1,B9J08_002745,PIS51171.1,349029,350114,C1_09760C_A,SURF1-like protein [Source:UniProtKB/TrEMBL;Acc:Q5APC5],359,59.0,346,140,2,16,359,12,357,6.08e-151,427,95.3,
CR_09950C_A-T-p1,B9J08_002746,PIS51172.1,350926,352440,CR_09950C_A,Nop domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PU46],516,84.6,454,65,3,1,449,1,454,9.56e-273,748,89.1,
CR_09960C_A-T-p1,B9J08_002748,PIS51174.1,353561,356005,CR_09960C_A,Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PU36],803,42.2,785,378,18,56,814,69,803,1.17e-175,524,93.2,
CR_09970W_A-T-p1,B9J08_002749,PIS51175.1,357065,357464,CR_09970W_A,UBC core domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PU40],147,93.9,147,9,0,1,147,1,147,5.48e-105,294,100,
CR_09980W_A-T-p1,B9J08_002750,PIS51176.1,357849,361094,CR_09980W_A,Bromo domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PU33],1307,50.5,1131,447,14,2,1040,1,1110,0.0,949,96.1,
CR_09990W_A-T-p1,B9J08_002751,PIS51177.1,361294,365517,CR_09990W_A,BTB domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PU32],1439,33.7,1458,805,40,13,1370,11,1407,4.82e-219,676,96.5,
CR_10000C_A-T-p1,B9J08_002752,PIS51178.1,365559,365924,CR_10000C_A,6-O-methylguanine-DNA methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PU47],130,53.1,128,52,2,1,120,1,128,1.40e-44,139,99.2,
C5_03050C_A-T-p1,B9J08_002753,PIS51179.1,366032,366307,C5_03050C_A,Predicted GPI-anchored protein 58 [Source:UniProtKB/Swiss-Prot;Acc:Q5AG46],240,56.3,48,19,1,1,48,1,46,1.25e-05,39.7,52.7,
CR_10010C_A-T-p1,B9J08_002755,PIS51181.1,369684,370967,CR_10010C_A,YL1_C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PU44],435,61.4,420,148,3,19,425,15,433,2.89e-194,543,95.3,
CR_10060W_A-T-p1,B9J08_002758,PIS51184.1,373785,375338,CR_10060W_A,PSP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PU52],471,40.1,379,191,9,151,517,117,471,2.72e-73,238,71.0,
CR_10140W_A-T-p1,B9J08_002759,PIS51185.1,377847,380003,CR_10140W_A,"Putative NADH-ubiquinone oxidoreductase, identified in detergent-resistant membrane fraction (possible lipid raft component), predicted N-terminal acetylation, repressed by nitric oxide",720,79.2,706,147,0,9,714,11,716,0.0,1137,98.3,
CR_10130W_A-T-p1,B9J08_002760,PIS51186.1,381125,381748,CR_10130W_A,"Protein of unknown function, Hap43-repressed gene, transcript induced by elevated CO2",244,28.7,223,131,8,5,207,30,244,3.62e-14,67.0,98.1,
CR_10110W_A-T-p1,B9J08_002761,PIS51187.1,382604,383941,CR_10110W_A,Chitinase 3 [Source:UniProtKB/Swiss-Prot;Acc:P40954],567,56.9,320,128,6,7,320,4,319,1.14e-116,351,70.6,
CR_10100C_A-T-p1,B9J08_002762,PIS51188.1,387008,388561,CR_10100C_A,Inositol-3-phosphate synthase [Source:UniProtKB/Swiss-Prot;Acc:P42800],520,76.2,504,118,2,11,513,14,516,7.87e-281,769,97.3,
CR_10160W_A-T-p1,B9J08_002763,PIS51189.1,389705,391798,CR_10160W_A,AMP-binding domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PU56],696,66.4,697,232,1,1,697,1,695,0.0,937,100,
CR_10170C_A-T-p1,B9J08_002764,PIS51190.1,391889,393025,CR_10170C_A,Asparaginase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PU58],484,54.4,397,136,8,23,375,89,484,6.76e-140,405,93.4,
CR_10280W_A-T-p1,B9J08_002765,PIS51191.1,393678,393995,CR_10280W_A,"Protein with a predicted role in cytochrome c oxidase assembly, rat catheter biofilm induced",108,57.1,105,44,1,1,104,1,105,4.23e-42,132,99.0,
CR_10290C_A-T-p1,B9J08_002766,PIS51192.1,394056,398054,CR_10290C_A,"Ortholog(s) have role in early endosome to Golgi transport, establishment or maintenance of cell polarity, hyphal growth, intra-Golgi vesicle-mediated transport, regulation of GTPase activity",1274,37.1,1360,738,35,1,1330,1,1272,1.38e-264,787,99.8,
CR_10300W_A-T-p1,B9J08_002767,PIS51193.1,398387,399196,CR_10300W_A,Proteasome endopeptidase complex [Source:UniProtKB/TrEMBL;Acc:A0A1D8PU67],272,82.5,269,46,1,1,268,1,269,4.57e-160,443,99.6,
CR_10270C_A-T-p1,B9J08_002768,PIS51194.1,399381,400424,CR_10270C_A,Aha1_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PU72],346,58.3,350,139,4,1,347,1,346,1.96e-140,400,100,
CR_10250C_A-T-p1,B9J08_002769,PIS51195.1,400858,401976,CR_10250C_A,S-(hydroxymethyl)glutathione dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PU61],381,86.8,380,50,0,1,380,1,380,6.65e-254,690,100,
C2_03080W_A-T-p1,B9J08_002770,PIS51196.1,403305,404405,C2_03080W_A,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A1D8PGS5]",369,90.3,371,29,2,1,366,1,369,2.07e-239,652,100,
C2_03090C_A-T-p1,B9J08_002771,PIS51197.1,404493,405155,C2_03090C_A,5'-phosphoribosylglycinamide transformylase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PGS7],222,74.3,218,55,1,3,220,4,220,6.33e-108,307,99.1,
C2_03100W_A-T-p1,B9J08_002772,PIS51198.1,406746,409270,C2_03100W_A,Elongation factor 2 [Source:UniProtKB/Swiss-Prot;Acc:Q5A0M4],842,90.0,842,84,0,1,842,1,842,0.0,1533,100,
C2_03120W_A-T-p1,B9J08_002774,PIS51200.1,411709,413838,C2_03120W_A,Amine oxidase [Source:UniProtKB/TrEMBL;Acc:Q5A0M7],709,72.7,711,190,2,1,709,1,709,0.0,1090,100,
C2_03130W_A-T-p1,B9J08_002775,PIS51201.1,413949,414569,C2_03130W_A,Protein-arginine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PGT0],206,80.1,206,41,0,1,206,1,206,2.89e-122,342,100,
C2_03140C_A-T-p1,B9J08_002776,PIS51202.1,414589,416811,C2_03140C_A,DDHD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PGT1],751,47.0,717,341,16,35,734,54,748,1.44e-218,629,94.6,
C5_00110C_A-T-p1,B9J08_002778,PIS51204.1,418144,420321,C5_00110C_A,Threonyl-tRNA synthetase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PMV9],706,79.8,694,136,1,31,724,16,705,0.0,1157,95.7,
C5_00130C_A-T-p1,B9J08_002779,PIS51205.1,420820,421218,C5_00130C_A,Mitochondrial 54S ribosomal protein YmL38/YmL34 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PMU5],132,80.3,132,26,0,1,132,1,132,6.59e-74,214,100,
C3_03040W_A-T-p1,B9J08_002780,PIS51206.1,422399,423895,C3_03040W_A,FAD-binding PCMH-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PJK5],527,77.6,495,110,1,4,498,34,527,8.42e-289,789,99.4,
C3_02810C_A-T-p1,B9J08_002781,PIS51207.1,423935,426112,C3_02810C_A,AMP-binding domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PJI7],718,54.3,728,320,7,1,725,1,718,3.81e-271,761,100,
C2_07270W_A-T-p1,B9J08_002782,PIS51208.1,426718,427542,C2_07270W_A,Flavin_Reduct domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PHY8],339,58.3,264,110,0,8,271,65,328,1.91e-112,325,96.4,
C2_07260C_A-T-p1,B9J08_002783,PIS51209.1,427849,428286,C2_07260C_A,Catabolic 3-dehydroquinase [Source:UniProtKB/Swiss-Prot;Acc:Q59Z17],146,75.9,145,33,1,1,143,1,145,5.27e-75,218,98.6,
C2_07220W_A-T-p1,B9J08_002784,PIS51210.1,428309,429052,C2_07220W_A,Proteasome assembly chaperone 2 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PHU2],264,43.2,250,126,4,12,247,17,264,1.23e-65,202,95.5,
C2_07170C_A-T-p1,B9J08_002785,PIS51211.1,429322,430203,C2_07170C_A,Iron-regulated transcriptional activator AFT2 [Source:UniProtKB/Swiss-Prot;Acc:Q59Z29],798,37.6,93,37,2,14,85,21,113,5.45e-14,70.1,24.6,
C2_07190C_A-T-p1,B9J08_002786,PIS51212.1,430365,430865,C2_07190C_A,Mitochondrial nucleoid protein [Source:UniProtKB/TrEMBL;Acc:Q59Z25],174,70.2,171,46,3,1,166,4,174,2.13e-67,201,100,
C2_07200W_A-T-p1,B9J08_002787,PIS51213.1,431328,431666,C2_07200W_A,DNA-directed RNA polymerase subunit [Source:UniProtKB/TrEMBL;Acc:Q59Z24],112,83.0,112,19,0,1,112,1,112,5.95e-72,207,100,
C2_07210C_A-T-p1,B9J08_002788,PIS51214.1,431836,433182,C2_07210C_A,cAMP-dependent protein kinase catalytic subunit [Source:UniProtKB/TrEMBL;Acc:A0A1D8PHU1],413,91.1,337,30,0,112,448,77,413,1.62e-231,637,75.2,
C2_07160W_A-T-p1,B9J08_002789,PIS51215.1,433773,435254,C2_07160W_A,Divalent metal ion transporter [Source:UniProtKB/TrEMBL;Acc:A0A1D8PHV2],584,61.7,520,160,7,7,490,66,582,3.92e-209,589,98.2,
C2_07140W_A-T-p1,B9J08_002791,PIS51217.1,439331,440062,C2_07140W_A,Putative phosphoric monoester hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PHU6],245,60.7,247,91,3,1,243,1,245,7.22e-109,311,100,
C2_07130C_A-T-p1,B9J08_002792,PIS51218.1,441716,443374,C2_07130C_A,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PI07],572,64.6,472,131,6,116,551,96,567,8.65e-201,570,79.0,
C3_01310W_A-T-p1,B9J08_002793,PIS51219.1,443801,448942,C3_01310W_A,Putative ATPase [Source:UniProtKB/TrEMBL;Acc:Q5AJ72],864,31.2,93,62,2,1529,1620,669,760,6.76e-06,48.9,5.4,
C2_07120W_A-T-p1,B9J08_002794,PIS51220.1,448956,449714,C2_07120W_A,Rfa2p [Source:UniProtKB/TrEMBL;Acc:Q59Z33],272,43.9,262,126,5,5,250,16,272,1.96e-70,215,97.6,
C7_01520W_A-T-p1,B9J08_002795,PIS51221.1,449918,451747,C7_01520W_A,Major facilitator superfamily multidrug transporter FLU1 [Source:UniProtKB/Swiss-Prot;Acc:G1UB37],610,66.4,512,172,0,98,609,98,609,2.62e-256,715,84.1,
C2_07110C_A-T-p1,B9J08_002796,PIS51222.1,453204,455744,C2_07110C_A,"Ortholog(s) have ATPase activity, DNA binding, nucleosome binding activity, role in sister chromatid cohesion and Isw1a complex localization",830,38.8,730,348,19,113,808,120,784,1.72e-126,398,82.3,
C2_07100W_A-T-p1,B9J08_002797,PIS51223.1,455863,457293,C2_07100W_A,SWIB domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PHT4],469,54.2,465,194,6,19,475,15,468,1.93e-169,483,96.0,
C2_07090C_A-T-p1,B9J08_002798,PIS51224.1,457935,459437,C2_07090C_A,Acyl-CoA desaturase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PHT9],526,56.8,521,195,6,7,500,9,526,5.98e-206,579,98.8,
C2_07080C_A-T-p1,B9J08_002799,PIS51225.1,459577,460107,C2_07080C_A,"Ortholog of C. dubliniensis CD36 : Cd36_21360, C. parapsilosis CDC317 : CPAR2_406560, C. auris B8441 : B9J08_002799 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_103408",179,56.7,178,69,3,4,176,5,179,1.72e-65,196,98.3,
C2_07060W_A-T-p1,B9J08_002800,PIS51226.1,460393,461085,C2_07060W_A,U2 snRNP complex subunit [Source:UniProtKB/TrEMBL;Acc:A0A1D8PHX6],259,56.1,228,85,3,3,215,4,231,8.03e-84,248,92.6,
C2_07040W_A-T-p1,B9J08_002801,PIS51227.1,461203,462264,C2_07040W_A,HIT-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PHU3],362,41.8,261,141,4,5,259,9,264,6.71e-66,210,72.2,
C2_07030C_A-T-p1,B9J08_002802,PIS51228.1,462740,463393,C2_07030C_A,RIBOSOMAL_L9 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PHU0],271,30.9,236,111,9,19,210,32,259,2.85e-19,81.6,88.5,
C2_07020C_A-T-p1,B9J08_002803,PIS51229.1,463850,464599,C2_07020C_A,"Ortholog of C. dubliniensis CD36 : Cd36_21310, C. parapsilosis CDC317 : CPAR2_406650, C. auris B8441 : B9J08_002803 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_130046",394,49.6,274,109,6,3,249,123,394,1.79e-82,250,99.2,
C2_07010W_A-T-p1,B9J08_002804,PIS51230.1,464662,465721,C2_07010W_A,"Predicted ER protein involved in ER-nucleus signaling, Spider biofilm repressed",367,55.4,327,146,0,26,352,21,347,1.57e-126,366,87.9,
C2_07000W_A-T-p1,B9J08_002805,PIS51231.1,466153,466779,C2_07000W_A,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PHS4],230,59.6,230,71,4,1,208,1,230,2.29e-90,263,100,
C2_06950C_A-T-p1,B9J08_002806,PIS51232.1,467069,467758,C2_06950C_A,Mitochondrial inner membrane protease ATP23 [Source:UniProtKB/Swiss-Prot;Acc:Q59Z51],238,64.1,231,79,1,3,229,8,238,5.19e-113,321,99.1,
C2_06940C_A-T-p1,B9J08_002807,PIS51233.1,468544,470337,C2_06940C_A,O-acyltransferase [Source:UniProtKB/TrEMBL;Acc:Q59Z52],609,49.9,489,233,4,117,597,125,609,1.05e-159,468,80.6,
C5_01060C_A-T-p1,B9J08_002808,PIS51234.1,470494,471303,C5_01060C_A,18S rRNA (Guanine1575-N7)-methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q5A1M9],271,77.9,271,58,1,1,269,1,271,6.34e-153,425,100,
C5_01050C_A-T-p1,B9J08_002809,PIS51235.1,471649,472061,C5_01050C_A,Mitochondrial 54S ribosomal protein IMG1 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PN49],180,56.9,137,56,2,7,140,30,166,1.90e-51,159,93.7,
C5_01020C_A-T-p1,B9J08_002810,PIS51236.1,472730,472987,C5_01020C_A,Sm domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PN22],91,46.6,73,39,0,7,79,9,81,2.90e-22,80.5,85.9,
C5_01000C_A-T-p1,B9J08_002811,PIS51237.1,474294,474890,C5_01000C_A,Putative vacuole biogenesis protein,234,44.1,177,71,6,1,158,1,168,1.94e-26,99.4,79.8,
C5_01580C_A-T-p1,B9J08_002813,PIS51238.1,477292,480447,C5_01580C_A,Elongation factor 3 [Source:UniProtKB/Swiss-Prot;Acc:P25997],1050,88.4,1051,121,1,1,1051,1,1050,0.0,1787,100,
C5_01570C_A-T-p1,B9J08_002814,PIS51239.1,480915,482621,C5_01570C_A,Lysophospholipase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PN71],743,36.4,634,324,16,12,568,112,743,6.37e-118,364,98.1,
C1_07210C_A-T-p1,B9J08_002815,PIS51240.1,483179,484387,C1_07210C_A,"Protein similar to ammomium permeases that is probably inactive, as a mep2 mep3 double homozygous null mutation abolishes cellular ammomium permease activity, fungal-specific (no human or murine homolog)",580,46.9,431,192,5,1,396,144,572,2.94e-139,407,98.5,
C1_07200W_A-T-p1,B9J08_002816,PIS51241.1,484448,485347,C1_07200W_A,Organic acid transporter [Source:UniProtKB/TrEMBL;Acc:Q59WC2],299,76.5,298,70,0,1,298,1,298,1.50e-170,472,99.7,
C2_01090C_A-T-p1,B9J08_002817,PIS51242.1,485738,486169,C2_01090C_A,Erg28p [Source:UniProtKB/TrEMBL;Acc:Q5AD51],138,61.5,130,46,3,14,143,13,138,2.71e-54,165,90.9,
