protAlbicans,geneID,protAuris,start,end,ANNOT_GENE_NAME,function,length,Ident,Align,Mismatches,Gaps,qStart,qEnd,sStart,sEnd,EValue,Score,qCover,ANNOT_GENE_ENTREZ_ID
CR_05830C_A-T-p1,B9J08_004259,PIS50437.1,408579,409844,CR_05830C_A,Endo/exonuclease/phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PT33],438,60.570,421,158,3,2,415,16,435,0.0,513,98,
C5_03020W_A-T-p1,B9J08_004260,PIS50438.1,412479,413717,C5_03020W_A,Cu(2+)-transporting P-type ATPase [Source:UniProtKB/TrEMBL;Acc:Q5AG51],1204,22.286,175,114,6,132,293,75,240,0.002,38.5,39,
C7_03280C_A-T-p1,B9J08_004261,PIS50439.1,415983,417737,C7_03280C_A,DUF2415 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PRB2],571,40.835,431,181,12,29,434,97,478,2.61e-93,295,79,
CR_07720C_A-T-p1,B9J08_004262,PIS50440.1,418013,420124,CR_07720C_A,DNA replication initiation factor [Source:UniProtKB/TrEMBL;Acc:A0A1D8PTJ5],579,37.255,714,298,21,1,700,1,578,3.53e-143,429,99,
C5_00450C_A-T-p1,B9J08_004263,PIS50441.1,420331,421312,C5_00450C_A,DAO domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PMX7],347,38.484,343,196,7,1,329,1,342,1.31e-76,237,99,
CR_07730W_A-T-p1,B9J08_004264,PIS50442.1,421359,423182,CR_07730W_A,MFS domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PTJ9],592,73.396,530,136,3,55,582,46,572,0.0,800,87,
C4_00350W_A-T-p1,B9J08_004265,PIS50443.1,423881,425692,C4_00350W_A,Pep7p [Source:UniProtKB/TrEMBL;Acc:Q59UQ8],445,35.185,540,245,17,68,602,6,445,6.91e-92,288,89,
C4_00330C_A-T-p1,B9J08_004266,PIS50444.1,426057,426338,C4_00330C_A,"ATP synthase subunit e, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A1D8PL02]",93,61.290,93,36,0,1,93,1,93,3.34e-39,123,100,
C4_00340W_A-T-p1,B9J08_004267,PIS50445.1,428076,429218,C4_00340W_A,Protein phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PL06],350,64.286,294,98,5,86,379,63,349,5.22e-138,395,77,
C2_03550C_A-T-p1,B9J08_004268,PIS50446.1,429259,432306,C2_03550C_A,"Ortholog(s) have role in DNA recombination, nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay and cytoplasm, polysome localization",1034,37.701,809,460,13,10,781,11,812,1.17e-167,517,76,
C2_03560C_A-T-p1,B9J08_004269,PIS50447.1,432865,433920,C2_03560C_A,Mitochondrial 54S ribosomal protein YmL35 [Source:UniProtKB/TrEMBL;Acc:Q5AHD3],378,50.269,372,159,5,5,350,6,377,2.29e-123,358,99,
C6_02200C_A-T-p1,B9J08_004270,PIS50448.1,435203,438115,C6_02200C_A,"Protein of unknown function, mRNA binds She3, transcript regulated upon yeast-hypha switch, induced in oralpharyngeal candidasis",133,23.364,107,80,1,832,936,2,108,0.008,35.8,11,
C2_03590C_A-T-p1,B9J08_004271,PIS50449.1,439825,440433,C2_03590C_A,BZIP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AHD5],176,47.887,71,37,0,125,195,87,157,7.62e-17,72.8,35,
C2_03490C_A-T-p1,B9J08_004272,PIS50450.1,441390,443108,C2_03490C_A,"Ortholog of C. dubliniensis CD36 : Cd36_18230, C. auris B8441 : B9J08_004272, Debaryomyces hansenii CBS767 : DEHA2E20636g, Pichia stipitis Pignal : PICST_66811 and Candida tropicalis MYA-3404 : CTRG_01196",426,32.653,196,87,9,367,545,257,424,6.15e-14,72.0,31,
C2_03470C_A-T-p1,B9J08_004273,PIS50451.1,444068,444350,C2_03470C_A,Cytochrome c oxidase subunit VI [Source:UniProtKB/TrEMBL;Acc:A0A1D8PH08],150,70.270,148,41,3,1,145,1,148,4.18e-68,201,99,
C2_03460C_A-T-p1,B9J08_004274,PIS50452.1,445024,446088,C2_03460C_A,Mitochondrial inner membrane i-AAA protease complex subunit MGR1 [Source:UniProtKB/Swiss-Prot;Acc:Q5AHC2],368,31.818,308,168,10,64,345,51,342,1.53e-31,120,80,
C2_03450W_A-T-p1,B9J08_004275,PIS50453.1,446115,447287,C2_03450W_A,Protein required for respiratory growth,419,43.175,359,200,4,25,380,56,413,2.05e-110,328,91,
C3_00660W_A-T-p1,B9J08_004276,PIS50454.1,447432,448331,C3_00660W_A,Pre-mRNA-splicing factor RSE1 [Source:UniProtKB/Swiss-Prot;Acc:Q5A7S5],1219,40.000,45,26,1,22,66,559,602,0.21,31.2,15,
C2_03410W_A-T-p1,B9J08_004277,PIS50455.1,450126,453095,C2_03410W_A,Ortholog(s) have role in COPII-coated vesicle cargo loading and COPII vesicle coat localization,1011,53.365,847,377,8,133,970,151,988,0.0,902,85,
C2_03420C_A-T-p1,B9J08_004278,PIS50456.1,453102,455336,C2_03420C_A,UNC45-central domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PGZ1],775,28.571,714,477,15,14,709,39,737,2.32e-71,246,94,
C2_03400C_A-T-p1,B9J08_004279,PIS50457.1,457170,458831,C2_03400C_A,Dfg16p [Source:UniProtKB/TrEMBL;Acc:Q5AHB5],571,40.171,351,196,6,19,365,3,343,3.10e-82,265,63,
C5_04060C_A-T-p1,B9J08_004282,PIS50458.1,459380,460171,C5_04060C_A,Serine/threonine-protein kinase MEC1 [Source:UniProtKB/Swiss-Prot;Acc:Q59LR2],2325,40.351,57,27,3,27,81,2099,2150,0.20,31.2,21,
C5_01560C_A-T-p1,B9J08_004283,PIS50459.1,460190,460525,C5_01560C_A,Glutaredoxin domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q59NQ2],229,36.364,33,21,0,10,42,78,110,1.1,26.2,30,
C3_04440C_A-T-p1,B9J08_004284,PIS50460.1,462374,463675,C3_04440C_A,DUF2235 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PJY0],542,31.429,70,44,2,79,148,379,444,0.55,30.4,16,
C2_03390C_A-T-p1,B9J08_004285,PIS50461.1,464945,467353,C2_03390C_A,"Heat shock protein 78, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q96UX5]",812,76.000,775,180,3,23,795,22,792,0.0,1193,96,
C2_03380W_A-T-p1,B9J08_004286,PIS50462.1,467528,471922,C2_03380W_A,Actin cytoskeleton-regulatory complex protein PAN1 [Source:UniProtKB/Swiss-Prot;Acc:Q5AHB1],1396,47.583,1324,547,32,1,1262,1,1239,0.0,980,86,
C7_01520W_A-T-p1,B9J08_004287,PIS50463.1,474766,475812,C7_01520W_A,Major facilitator superfamily multidrug transporter FLU1 [Source:UniProtKB/Swiss-Prot;Acc:G1UB37],610,33.333,33,20,1,11,43,481,511,0.12,32.3,9,
C2_03370W_A-T-p1,B9J08_004288,PIS50464.1,476017,477729,C2_03370W_A,Trifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase/thiaminase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PH02],548,50.091,547,267,5,23,565,1,545,0.0,560,95,
C2_03360W_A-T-p1,B9J08_004289,PIS50465.1,477904,480162,C2_03360W_A,AMP deaminase [Source:UniProtKB/TrEMBL;Acc:Q5AHA6],778,70.924,736,205,5,19,749,38,769,0.0,1017,97,
C4_02490W_A-T-p1,B9J08_004290,PIS50466.1,481050,481934,C4_02490W_A,Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AF55],944,33.333,27,18,0,129,155,117,143,3.7,27.3,9,
C2_04140W_A-T-p1,B9J08_004291,PIS50467.1,482648,484636,C2_04140W_A,Chitin biosynthesis protein CHS5 [Source:UniProtKB/Swiss-Prot;Acc:O74161],562,31.818,44,26,1,266,309,257,296,0.94,30.4,7,
C5_04490C_A-T-p1,B9J08_004292,PIS50468.1,485436,486376,C5_04490C_A,Arginase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PP00],317,71.609,317,90,0,1,317,1,317,1.28e-178,494,100,
C5_04670W_A-T-p1,B9J08_004294,PIS50469.1,487923,489515,C5_04670W_A,SRP54 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PP06],535,66.171,538,171,7,1,530,1,535,0.0,694,100,
C5_04680W_A-T-p1,B9J08_004295,PIS50470.1,490134,493583,C5_04680W_A,Phosphatidylserine decarboxylase proenzyme 2 [Source:UniProtKB/Swiss-Prot;Acc:Q5AK66],1070,46.678,1159,459,21,6,1131,24,1056,0.0,963,98,
C5_04690C_A-T-p1,B9J08_004296,PIS50471.1,493680,493916,C5_04690C_A,"(orf19.3954.1) Ortholog of C. parapsilosis CDC317 : CPAR2_101170, C. auris B8441 : B9J08_004296, Candida tenuis NRRL Y-1498 : CANTEDRAFT_113855 and Debaryomyces hansenii CBS767 : DEHA2G20240g",78,42.857,63,35,1,11,72,10,72,2.75e-07,41.6,79,
C5_04700C_A-T-p1,B9J08_004297,PIS50472.1,494476,496734,C5_04700C_A,Methionyl-tRNA synthetase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PP21],748,70.199,755,215,5,1,752,1,748,0.0,1104,100,
C5_04710W_A-T-p1,B9J08_004298,PIS50473.1,497265,498620,C5_04710W_A,"Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q5AK64]",450,50.000,438,212,5,13,447,17,450,1.75e-145,421,96,
C5_04720C_A-T-p1,B9J08_004299,PIS50474.1,498804,499655,C5_04720C_A,GTP cyclohydrolase 1 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PP19],272,87.931,232,27,1,45,275,41,272,2.80e-152,424,82,
C5_04730C_A-T-p1,B9J08_004300,PIS50475.1,499957,503829,C5_04730C_A,Virulence protein SSD1 [Source:UniProtKB/Swiss-Prot;Acc:Q5AK62],1274,62.256,1330,375,27,18,1290,14,1273,0.0,1445,99,
C5_04740C_A-T-p1,B9J08_004301,PIS50476.1,505686,507092,C5_04740C_A,DNA-directed DNA polymerase delta subunit [Source:UniProtKB/TrEMBL;Acc:Q5AK60],474,46.624,474,234,8,7,468,8,474,2.86e-150,434,99,
CR_01010W_A-T-p1,B9J08_004302,PIS50477.1,507415,507801,CR_01010W_A,Ten1p [Source:UniProtKB/TrEMBL;Acc:Q5A873],126,25.954,131,88,2,1,128,1,125,1.50e-11,55.5,100,
C5_04970C_A-T-p1,B9J08_004303,PIS50478.1,507819,510338,C5_04970C_A,Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PP34],860,42.313,683,351,7,29,671,3,682,0.0,560,79,
C5_04950C_A-T-p1,B9J08_004304,PIS50479.1,511092,513161,C5_04950C_A,"Protein with a predicted transcription factor BTF3 domain, flow model biofilm induced",735,53.453,724,295,10,2,688,15,733,0.0,764,99,
C5_04960W_A-T-p1,B9J08_004305,PIS50480.1,516352,518340,C5_04960W_A,"Protein of unknown function, induced in core caspofungin response, induced in ssr1 mutant, induced by nitric oxide independent of Yhb1, Spider biofilm induced",842,32.873,724,324,25,47,662,172,841,9.37e-84,279,93,
C5_04780W_A-T-p1,B9J08_004306,PIS50481.1,518562,519992,C5_04780W_A,B30.2/SPRY domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AK56],466,55.106,470,189,10,21,476,4,465,2.13e-158,455,96,
C5_04790C_A-T-p1,B9J08_004307,PIS50482.1,520006,520770,C5_04790C_A,"Ortholog(s) have role in double-strand break repair via homologous recombination, meiosis I and Smc5-Smc6 complex, nucleus localization",216,37.705,183,110,3,48,228,16,196,2.22e-37,129,71,
C5_04800W_A-T-p1,B9J08_004308,PIS50483.1,520939,521979,C5_04800W_A,Extracellular glycosidase CRH12 [Source:UniProtKB/Swiss-Prot;Acc:Q5AK54],504,43.404,235,130,2,23,257,43,274,1.35e-69,224,68,
C5_04810W_A-T-p1,B9J08_004309,PIS50484.1,523423,526362,C5_04810W_A,ATP-dependent 6-phosphofructokinase [Source:UniProtKB/TrEMBL;Acc:Q5AK53],987,60.040,991,362,8,3,974,8,983,0.0,1226,99,
C5_04830W_A-T-p1,B9J08_004310,PIS50485.1,530393,532210,C5_04830W_A,Transcription factor SFL2 [Source:UniProtKB/Swiss-Prot;Acc:Q5AK51],714,61.481,135,39,2,6,127,8,142,2.65e-47,174,20,
C5_04840C_A-T-p1,B9J08_004311,PIS50486.1,537301,537888,C5_04840C_A,"Putative ribosome biogenesis factor, possibly essential, disruptants not obtained by UAU1 method, rat catheter and Spider biofilm induced",246,30.714,140,66,5,4,119,19,151,1.60e-09,53.9,59,
C5_04850W_A-T-p1,B9J08_004314,PIS50487.1,539097,539921,C5_04850W_A,"Protein of unknown function, early-stage flow model biofilm induced",252,25.632,277,162,13,1,266,1,244,7.72e-18,79.0,97,
C5_04860C_A-T-p1,B9J08_004315,PIS50488.1,539996,540390,C5_04860C_A,"Ortholog(s) have role in endoplasmic reticulum to Golgi vesicle-mediated transport, retrograde transport, endosome to Golgi",140,64.748,139,48,1,7,144,2,140,1.46e-55,169,96,
C5_04870W_A-T-p1,B9J08_004316,PIS50489.1,544753,545499,C5_04870W_A,"Ortholog of S. cerevisiae HUA1, which is a cytoplasmic zinc finger domain protein with similarity to Type I J-proteins, flow model biofilm induced",261,52.299,174,71,4,74,245,68,231,1.22e-55,177,69,
C5_04880C_A-T-p1,B9J08_004317,PIS50490.1,545839,547587,C5_04880C_A,Multifunctional fusion protein [Source:UniProtKB/TrEMBL;Acc:Q5AK46],595,68.465,593,174,4,1,580,1,593,0.0,846,99,
C5_04890C_A-T-p1,B9J08_004318,PIS50491.1,548390,549439,C5_04890C_A,"Ortholog(s) have structural constituent of cytoskeleton activity, role in establishment of mitotic spindle orientation, nuclear migration and dynactin complex localization",373,27.461,386,210,11,2,341,6,367,6.36e-39,140,97,
C5_04900C_A-T-p1,B9J08_004319,PIS50492.1,549886,550989,C5_04900C_A,OBG-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AK43],369,88.618,369,40,1,1,367,1,369,0.0,662,100,
C5_04910W_A-T-p1,B9J08_004320,PIS50493.1,552003,552680,C5_04910W_A,rRNA-processing protein EFG1 [Source:UniProtKB/Swiss-Prot;Acc:Q5AK42],237,49.254,201,97,4,15,211,22,221,6.24e-56,176,88,
C5_04920C_A-T-p1,B9J08_004321,PIS50494.1,552731,558490,C5_04920C_A,Putative RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PP41],1929,72.165,1940,506,11,1,1918,1,1928,0.0,2970,99,
C5_04750C_A-T-p1,B9J08_004322,PIS50495.1,560768,562465,C5_04750C_A,ATP-dependent RNA helicase HAS1 [Source:UniProtKB/Swiss-Prot;Acc:Q5AK59],565,76.937,568,116,6,3,565,8,565,0.0,870,99,
CR_08940W_A-T-p1,B9J08_004323,PIS50496.1,562890,563897,CR_08940W_A,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61 [Source:UniProtKB/Swiss-Prot;Acc:Q5A416],335,22.311,251,150,10,8,254,7,216,0.021,34.3,74,
C1_06000W_A-T-p1,B9J08_004324,PIS50497.1,563927,565585,C1_06000W_A,AA_permease domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PDP0],548,54.420,509,231,1,44,551,39,547,0.0,556,92,
C5_04990W_A-T-p1,B9J08_004325,PIS50498.1,567392,567856,C5_04990W_A,DNA-directed RNA polymerase III subunit RPC9 [Source:UniProtKB/TrEMBL;Acc:Q5AK30],163,59.712,139,54,1,1,137,1,139,8.99e-58,175,89,
C5_05000C_A-T-p1,B9J08_004326,PIS50499.1,567916,570153,C5_05000C_A,DUF676 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PP40],733,51.899,711,278,14,40,720,10,686,0.0,693,91,
C5_05010W_A-T-p1,B9J08_004327,PIS50500.1,571313,571609,C5_05010W_A,"BLOC-1 complex subunit involved in endosomal maturation, Predicted ORF from Assembly 19, removed from Assembly 20, subsequently reinstated in Assembly 21 based on comparative genome analysis",104,43.617,94,52,1,6,98,7,100,5.15e-21,78.2,95,
C5_05020C_A-T-p1,B9J08_004328,PIS50501.1,571716,572729,C5_05020C_A,Dolichyl-diphosphooligosaccharide--protein glycotransferase [Source:UniProtKB/TrEMBL;Acc:Q5AK26],396,38.710,341,199,5,1,333,56,394,1.59e-93,282,99,
C5_05030C_A-T-p1,B9J08_004329,PIS50502.1,572972,575227,C5_05030C_A,Calpain-like protease palB/RIM13 [Source:UniProtKB/Swiss-Prot;Acc:Q5AK25],717,33.333,759,439,29,7,745,6,717,3.66e-121,378,98,
C5_05040W_A-T-p1,B9J08_004330,PIS50503.1,575326,576855,C5_05040W_A,GPI mannosyltransferase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q5AK24],482,49.501,501,225,12,1,497,6,482,3.28e-155,449,98,
C1_08330C_A-T-p1,B9J08_004331,PIS50504.1,577850,578896,C1_08330C_A,Alcohol dehydrogenase 2 [Source:UniProtKB/Swiss-Prot;Acc:O94038],348,79.885,348,70,0,1,348,1,348,0.0,597,100,
C5_05060C_A-T-p1,B9J08_004332,PIS50505.1,579135,579623,C5_05060C_A,"Ortholog(s) have Atg8 ligase activity, protein-macromolecule adaptor activity",161,36.538,156,68,6,7,136,11,161,3.23e-15,67.0,80,
C5_05070W_A-T-p1,B9J08_004333,PIS50506.1,581382,583700,C5_05070W_A,"Ortholog of S. cerevisiae : YMR160W, C. glabrata CBS138 : CAGL0M09493g, C. dubliniensis CD36 : Cd36_54670, C. parapsilosis CDC317 : CPAR2_502560 and C. auris B8441 : B9J08_004333",767,31.810,525,263,13,303,771,282,767,7.20e-72,248,74,
C5_05080W_A-T-p1,B9J08_004334,PIS50507.1,584867,586522,C5_05080W_A,Homeobox domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PP44],685,50.625,320,111,8,8,287,39,351,8.06e-88,283,51,
C5_05090W_A-T-p1,B9J08_004335,PIS50508.1,586834,587850,C5_05090W_A,"Protein involved in mitochondrial function, mutants are sensitive to chitosan and SDS",421,42.466,365,179,7,1,337,57,418,2.41e-93,282,99,
C5_05100C_A-T-p1,B9J08_004336,PIS50509.1,587937,587993,C5_05100C_A,Serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PP50],530,60.108,371,117,8,19,359,28,397,8.35e-155,444,90,
C5_05110C_A-T-p1,B9J08_004337,PIS50510.1,589444,591687,C5_05110C_A,Tip20p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PP62],784,34.174,793,460,13,3,747,5,783,1.75e-158,476,99,
C5_05120W_A-T-p1,B9J08_004338,PIS50511.1,592849,594435,C5_05120W_A,T-complex protein 1 subunit gamma [Source:UniProtKB/TrEMBL;Acc:Q5AK16],529,87.810,525,64,0,1,525,3,527,0.0,973,99,
C1_06700W_A-T-p1,B9J08_004339,PIS50512.1,595578,598355,C1_06700W_A,"SH3-domain protein, role in barrier septum assembly involved in cell cycle cytokinesis, activates the Chs2 chitin synthase activity during cytokinesis, Spider biofilm repressed",527,62.335,531,189,4,397,924,1,523,0.0,691,57,
C1_06710W_A-T-p1,B9J08_004340,PIS50513.1,599132,600127,C1_06710W_A,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AAS1],343,82.019,317,54,2,3,319,11,324,0.0,551,96,
C1_06720C_A-T-p1,B9J08_004341,PIS50514.1,600148,601353,C1_06720C_A,DAO domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PDW7],400,60.202,397,151,5,6,400,8,399,1.02e-166,471,99,
C4_03360C_A-T-p1,B9J08_004343,PIS50515.1,603837,605993,C4_03360C_A,SPX domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q59PH5],709,76.709,717,152,6,1,712,1,707,0.0,1129,99,
C4_03110W_A-T-p1,B9J08_004344,PIS50516.1,606098,611023,C4_03110W_A,Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PLQ7],1746,58.783,1725,596,25,7,1639,35,1736,0.0,1967,99,
C4_03350C_A-T-p1,B9J08_004345,PIS50517.1,612696,613949,C4_03350C_A,Pyr_redox_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PLT0],447,47.031,421,202,6,11,415,30,445,5.23e-137,398,97,
C4_03120C_A-T-p1,B9J08_004346,PIS50518.1,614688,616160,C4_03120C_A,Protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PLR1],900,39.147,516,274,13,2,489,11,514,2.07e-105,332,99,
C4_03130W_A-T-p1,B9J08_004347,PIS50519.1,617353,619095,C4_03130W_A,GPI-anchor transamidase subunit [Source:UniProtKB/TrEMBL;Acc:A0A1D8PLR2],621,51.151,608,266,8,2,579,5,611,0.0,615,99,
CR_08430W_A-T-p1,B9J08_004348,PIS50520.1,619485,620120,CR_08430W_A,Vac14_Fig4_bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A352],890,41.026,39,20,2,15,50,70,108,0.28,30.0,17,
C4_03560W_A-T-p1,B9J08_004349,PIS50521.1,620957,623347,C4_03560W_A,Adaptin_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PLU9],771,41.036,753,375,17,1,722,1,715,0.0,543,91,
C5_02410C_A-T-p1,B9J08_004350,PIS50522.1,623443,623946,C5_02410C_A,"Ortholog of C. dubliniensis CD36 : Cd36_52200, C. parapsilosis CDC317 : CPAR2_502480, C. auris B8441 : B9J08_004350 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_115972",172,45.161,155,81,2,13,163,15,169,3.10e-46,147,90,
C5_04400W_A-T-p1,B9J08_004351,PIS50523.1,624072,625280,C5_04400W_A,Ribonuclease T2-like 1-A [Source:UniProtKB/Swiss-Prot;Acc:Q5AK94],399,43.636,385,197,6,30,402,22,398,7.56e-115,339,93,
C5_04270C_A-T-p1,B9J08_004352,PIS50524.1,625665,627014,C5_04270C_A,Adenosylhomocysteinase [Source:UniProtKB/Swiss-Prot;Acc:P83783],450,92.411,448,34,0,2,449,3,450,0.0,864,99,
C3_05920W_A-T-p1,B9J08_004353,PIS50525.1,627821,630376,C3_05920W_A,Multidrug resistance regulator 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5A4G2],1108,32.059,680,410,15,94,732,278,946,1.10e-95,322,81,
C7_02850W_A-T-p1,B9J08_004354,PIS50526.1,631400,632110,C7_02850W_A,Ortholog of Candida albicans WO-1 : CAWG_05627,644,30.000,70,42,2,38,105,434,498,0.40,29.6,29,
C5_04280C_A-T-p1,B9J08_004355,PIS50527.1,632273,634330,C5_04280C_A,GATA-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PNX9],682,30.512,508,253,17,242,685,211,682,1.45e-29,122,65,
C5_04290C_A-T-p1,B9J08_004356,PIS50528.1,635334,636608,C5_04290C_A,"Has domain(s) with predicted translation initiation factor activity, role in translational initiation and cytoplasm localization",431,49.114,395,171,6,1,392,1,368,3.95e-116,344,92,
C5_04300C_A-T-p1,B9J08_004357,PIS50529.1,637523,638965,C5_04300C_A,"Putative metallodipeptidase, protein present in exponential and stationary growth phase yeast, Hog1-induced, Hap43-repressed, sumoylation target, Spider biofilm repressed",434,80.370,433,85,0,48,480,1,433,0.0,737,90,
C5_04310W_A-T-p1,B9J08_004358,PIS50530.1,640439,642031,C5_04310W_A,"Ortholog of C. dubliniensis CD36 : Cd36_53980, C. parapsilosis CDC317 : CPAR2_100980, C. auris B8441 : B9J08_004358 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_116966",527,23.913,322,221,10,55,359,75,389,1.05e-14,74.7,58,
C5_04360C_A-T-p1,B9J08_004359,PIS50531.1,642148,642993,C5_04360C_A,Nucleotidase [Source:UniProtKB/TrEMBL;Acc:Q5AK98],287,61.786,280,103,2,1,276,1,280,2.67e-128,364,98,
C5_04350C_A-T-p1,B9J08_004360,PIS50532.1,643266,644087,C5_04350C_A,FSH1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PNX1],283,50.000,280,128,6,3,272,4,281,1.90e-91,270,99,
C5_04340W_A-T-p1,B9J08_004361,PIS50533.1,644393,645289,C5_04340W_A,Thioredoxin domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PNX4],299,47.000,300,151,4,2,298,5,299,3.08e-95,281,99,
C5_04330W_A-T-p1,B9J08_004362,PIS50534.1,645679,645812,C5_04330W_A,(orf19.3919.1) Putative adhesin-like protein,89,46.914,81,40,1,13,90,9,89,2.07e-07,42.7,87,
C5_04430C_A-T-p1,B9J08_004363,PIS50535.1,646786,647682,C5_04430C_A,Ubiquitin carboxyl-terminal hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PNY8],313,59.091,308,123,3,4,309,5,311,8.34e-128,365,99,
C5_04420W_A-T-p1,B9J08_004364,PIS50536.1,647742,648803,C5_04420W_A,Phospholipid scramblase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PNY1],345,59.942,342,113,5,18,349,11,338,3.04e-141,402,94,
C5_04440C_A-T-p1,B9J08_004365,PIS50537.1,649196,650128,C5_04440C_A,Sfc1p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PNY6],303,77.703,296,66,0,2,297,3,298,6.88e-177,489,99,
C7_00520W_A-T-p1,B9J08_004366,PIS50538.1,651732,651957,C7_00520W_A,"Ortholog(s) have RNA polymerase II C-terminal domain phosphoserine binding, RNA polymerase II complex binding, RNA polymerase II transcription factor binding, transcription coregulator activity, triplex DNA binding activity",1091,27.273,66,36,3,23,79,207,269,2.4,25.4,50,
C5_04470C_A-T-p1,B9J08_004367,PIS50539.1,652309,653148,C5_04470C_A,RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AK88],275,44.141,256,132,3,1,253,1,248,1.30e-66,207,91,
C2_03340W_A-T-p1,B9J08_004368,PIS50540.1,653671,655335,C2_03340W_A,"Ortholog(s) have guanyl-nucleotide exchange factor activity and role in retrograde transport, endosome to Golgi",696,33.969,577,323,22,16,554,140,696,3.97e-84,274,97,
C2_03330C_A-T-p1,B9J08_004369,PIS50541.1,655816,657009,C2_03330C_A,Mitogen-activated protein kinase HOG1 [Source:UniProtKB/Swiss-Prot;Acc:Q92207],377,90.986,355,32,0,1,355,1,355,0.0,699,89,
C6_01150W_A-T-p1,B9J08_004370,PIS50542.1,658617,660230,C6_01150W_A,WD_REPEATS_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PPK6],634,56.262,535,179,6,43,522,54,588,0.0,604,89,
C2_03310C_A-T-p1,B9J08_004371,PIS50543.1,661228,661878,C2_03310C_A,ESCRT-III subunit protein [Source:UniProtKB/TrEMBL;Acc:Q5AH99],216,58.525,217,86,3,1,214,1,216,2.25e-75,224,99,
C2_03300W_A-T-p1,B9J08_004372,PIS50544.1,662171,663196,C2_03300W_A,Delta-aminolevulinic acid dehydratase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PGU4],341,77.811,338,75,0,1,338,2,339,0.0,555,99,
C2_03290W_A-T-p1,B9J08_004373,PIS50545.1,664439,665233,C2_03290W_A,Solute carrier family 66 member 3 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PGX4],282,48.014,277,130,6,1,264,7,282,2.14e-75,229,100,
